name,servings,ingredients,directions,type,calories,cholesterol,fat,carbohydrates,fiber,sugars,protein,calcium,iron,vitamin_a,vitamin_c,vitamin_d,folate
Tuna Pasta,4 Servings,"['8 ounces uncooked spaghetti (or other pasta)', '1 tablespoon vegetable oil (or canola oil)', '1 small onion, chopped', '1/2 cup chopped broccoli (or zucchini)', '1 1/2 cups tomato-based pasta sauce', '1 can tuna, drained (6.5 ounces, packed in water)', 'salt (to taste, optional)', 'Parmesan cheese (2 Tablespoons, optional)', 'pepper (to taste, optional)']","['Wash hands with soap and water.', 'Cook spaghetti according to package, drain.', 'Heat oil in a large skillet or pan over medium heat. Add onion and broccoli (or zucchini). Cook until softened.', 'Stir in tomato-based pasta sauce. Bring to a boil. Turn heat to low and simmer for 3 minutes.', 'Add drained tuna into the sauce mixture. Stir just enough to heat the tuns.', 'Add salt and pepper to taste (optional). Add cooked spaghetti to the sauce. Stir the pasta and sauce mixture until mixed together uniformly.', 'Optional: Add 2 Tablespoons Parmesan cheese to cooked mixture of pasta and sauce.', 'Serve hot.']",Main,336,17 mg,6 g,51 g,5 g,7 g,18 g,53 mg,3 mg,41 mcg RAE,14 mg,1 mcg,182 mcg DFE
Tuna Pasta Casserole,6 Servings,"['12 ounces pasta shells, or other pasta', '1/2 cup chopped onion', '1/2 cup chopped green pepper', '1/2 tablespoon oil', '1 can cream of mushroom soup, reduced sodium (10.75 ounces, or cream of celery, chicken or cheddar)', '1 can diced tomatoes (14.5 ounce)', '2 cans tuna (6.5 ounces each, packed in water)', 'shredded cheese (optional)']","['Wash hands with soap and water.', 'Cook pasta according to package directions and drain.', 'In a large skillet or pot, cook onion and pepper in oil.', 'Add cream soup, diced tomatoes and tuna to onion and pepper.', 'Mix with pasta. Put in baking dish.', 'Cook at 350°F or for 25 minutes until bubbly.', 'Top with cheese if desired and return to oven for 5 minutes to melt.']",Main,350,22 mg,4 g,57 g,5 g,5 g,21 g,54 mg,4 mg,26 mcg RAE,20 mg,1 mcg,203 mcg DFE
Tuna Salad on Greens,4 servings,"['4 whole grain crackers', '4 cups romaine lettuce (chopped)', '1 carrot (peeled and grated)', '1 tomato (chopped)', '1/4 red onion (chopped)', '1 tablespoon olive oil', '3 tablespoons vinegar (red wine)', '1 teaspoon Italian seasoning', 'dash black pepper (fresh cracked)', '6 ounces tuna, low sodium, canned in water (drained)', '1/3 cup mayonnaise, low-fat', '1/4 cup celery (chopped)', '1/4 cup green onion (chopped)']","['1. Place lettuce, vegetables, oil, vinegar and herbs in a large salad bowl. Toss together.', '2. Mix ingredients for tuna salad in another medium sized mixing bowl.', '3. Assemble salad by placing greens on a large plate. Top with a scoop of tuna salad.']",Main,189,19 mg,12 g,8 g,2 g,2 g,12 g,47 mg,1 mg,,10 mg,,60 mcg DFE
Turkey and Cucumber Sandwich,4 Servings,"['4 slices whole wheat bread', '4 slices enriched white bread', '1/2 cup plain fat free yogurt', '2 fresh dill sprigs (chopped)', '1/2 cup cucumbers, chopped', '1/4 cup onion, chopped', '1/8 teaspoon black pepper', '8 ounces turkey breast, thinly sliced (or you can use fat free, low-sodium deli turkey)', 'Additional cucumber slices, as desired', '1/8 teaspoon salt (optional)']","['Mix the yogurt, dill, onion, pepper and chopped cucumbers.', 'Divide the yogurt/cucumber mixture on all 8 slices of bread.', 'Top the whole wheat bread with turkey and cucumber slices.', 'Cover with the white bread slices.']",Main,245,26 mg,2 g,28 g,5 g,8 g,21 g,239 mg,2 mg,7 mcg RAE,5 mg,1 mcg,69 mcg DFE
Turkey Meatloaf,5 servings,"['1 pound ground turkey (85% lean)', '1/2 cup oats (regular, dry)', '1 egg (large)', '1 tablespoon onion (dehydrated, or one small onion, minced)', '1/4 cup ketchup', '2 celery stalk (chopped)', '2 garlic clove (minced)', '1/2 green pepper (seeded and diced)']","['1. Preheat oven to 350 degrees.', '2. Combine all ingredients and mix well.', '3. Bake in loaf pan for 25 minutes or until it reaches an internal temperature of 165 degrees. Check the temperature with a meat thermometer.', '4. Cut into five slices and serve.']",Main,227,103 mg,12 g,11 g,1 g,4 g,18 g,51 mg,2 mg,45 mcg RAE,15 mg,0 mcg,18 mcg DFE
Turkey Patties,4 servings,"['1 1/4 pounds ground turkey (85% lean)', '1 cup bread crumbs', '1 egg', '1/4 cup green onion (chopped)', '3 teaspoons prepared mustard', '1/2 cup chicken broth', 'nonstick cooking spray']","['1. Mix ground turkey, bread crumbs, egg, onions, and mustard in a large bowl. Shape into 4 patties, about 1/2 inch thick.', '2. Spray a large skillet with cooking spray. Add patties and cook, turning once to brown other side. Cook until golden brown outside and white inside, about 10 minutes. Remove.', '3. Add chicken broth to skillet and boil over high heat until slightly thickened, about 1 to 2 minutes. Pour sauce over patties.', '4. Serve on buns.']",Main,379,149 mg,20 g,20 g,2 g,2 g,30 g,112 mg,4 mg,57 mcg RAE,3 mg,0 mcg,61 mcg DFE
Turkey Salad with Orange Vinaigrette,4 servings,"['1/4 cup orange juice', '2 tablespoons vinegar, white wine', '2 tablespoons onion (finely chopped)', '1/4 teaspoon salt', '1 dash pepper', '1 tablespoon oil', '2 teaspoons Dijon mustard', '4 cups salad greens (torn)', '2 cups cooked turkey breast (cut into julienne strips)', '1 cup mandarin orange sections (drained)', '1/2 cup celery (sliced)']","[""1. In a jar with tight-fitting lid, combine all vinaigrette ingredients; shake well. If you don't have a container with a tight-fitting lid, place ingredients in a small mixing bowl and mix together with a whisk."", '2. In large bowl, combine all salad ingredients; toss gently.', '3. Serve with vinaigrette. If desired, garnish with fresh strawberries.']",Main,172,,5 g,10 g,2 g,7 g,21 g,49 mg,1 mg,203 mcg RAE,35 mg,,
Turkey Stuffed Cabbage,5 servings,"['1 head of cabbage', '1/2 pound lean ground beef (90% lean)', '1/2 pound ground turkey (85% lean)', '1 onion (small, minced)', '1 slice whole wheat bread (stale, crumbled)', '1 tablespoon lemon juice', '1 cup water', '1/8 teaspoon black pepper', '1 can diced tomatoes (14.5 oz)', '1 onion (small, sliced)', '1 cup water', '1 carrot (medium, sliced)', '1 tablespoon lemon juice', '2 teaspoons brown sugar (2 Tablespoons)', '1 tablespoon corn starch']","['1. Rinse and core cabbage. Carefully remove 10 outer leaves, place in saucepan, and cover with boiling water. Simmer 5 minutes. Remove and drain cooked cabbage leaves on paper towels.', '2. Shred 1/2 cup of raw cabbage and set aside.', '3. Brown ground beef and turkey and minced onion in skillet. Drain fat.', '4. Place cooked and drained meat mixture, bread crumbs, water, and pepper into mixing bowl.', '5. Drain tomatoes, reserving liquid, and add 1/2 cup of tomato juice from can to meat mixture. Mix well; then place 1/4 cup of filling on each parboiled, drained cabbage leaf. Place folded side down in skillet.', '6. Add tomatoes, sliced onion, water, shredded cabbage, and carrot. Cover and simmer about 1 hour (or until cabbage is tender), basting occasionally.', '7. Remove cabbage rolls to serving platter; keep warm.', '8. Mix lemon juice, brown sugar, and cornstarch together in small bowl. Add to vegetables and liquid in skillet, and cook, stirring occasionally, until thickened and clear. Serve over cabbage rolls.']",Main,267,61 mg,10 g,27 g,7 g,15 g,21 g,147 mg,3 mg,138 mcg RAE,81 mg,0 mcg,100 mcg DFE
Turkey Tostadas,4 servings,"['2 cups cooked turkey (cut into bite-size pieces, or 2 cups ground turkey, browned in a skillet and drained)', '2 tablespoons taco seasoning (chili)', '1 1/2 cups water', '4 corn tortillas', '1/4 cup refried beans (low-fat or fat-free)', '1/4 cup Cheddar or Monterey Jack cheese (shredded, low-fat)', '1/2 cup tomatoes (chopped)', '1/2 cup lettuce (shredded)', '2 tablespoons onion (chopped)', '8 tablespoons taco sauce (1/2 cup)', 'plain yogurt (low-fat or fat-free optional)', 'guacamole (or mashed avacado optional)']","['1. Wash and prepare vegetables.', '2. In a large skillet over medium heat, combine turkey, taco seasoning, and water.', '3. Bring mixture to boil, reduce heat and simmer 5 minutes, stirring occasionally.', '4. Place tortillas on a cooking sheet. Bake at 375° for 4-7 minutes or until tortillas are crispy.', '5. Spread tortillas with a tablespoon of beans. Top with 1/4 meat mixture and cheese.', '6. Return tortillas to oven to cook for 2-3 minutes or until cheese is melted.', '7. Top with tomatoes, lettuce, onions and taco sauce. Garnish with yogurt and guacamole, if desired.']",Main,197,53 mg,3 g,19 g,3 g,3 g,24 g,69 mg,1 mg,35 mcg RAE,4 mg,0 mcg,
Tuscan Potato Skillet,4 Servings,"['10 petite red potatoes', '1/2 teaspoon salt', '1/4 teaspoon pepper', '1 pound chicken pieces', '2 tablespoons extra virgin olive (divided)', '1 tablespoon chopped fresh rosemary (or 1 teaspoon dried rosemary)', '4 cloves garlic (minced)', '2 1/2 cups frozen green beans (thawed, 12 oz. bag)', '1 lemon (zested and juiced)']","['Cut each potato into 4 wedges. Place in a large microwave-safe bowl and season with salt and pepper. Microwave on HIGH for 4 minutes. Stir and microwave for 4 minutes more.', 'While potatoes are cooking, cut each chicken tenderloin into 4 equal pieces.', 'Heat 1 tablespoon oil in a large skillet over medium-high heat. Add chicken and cook for 5 minutes or until nicely browned, stirring frequently.', 'Add remaining oil and potatoes; cook and stir for 5 minutes more to brown potatoes and fully cook chicken.', 'Stir in rosemary, garlic, green beans, lemon zest and juice. Cook for a few minutes more to heat through. Season to taste with salt and pepper']",Main,310,75 mg,10 g,27 g,4 g,4 g,28 g,60 mg,2 mg,13 mcg RAE,27 mg,0 mcg,46 mcg DFE
Two Bean Chili,4 Servings,"['1/2 pound ground beef', '1/2 can (about 8 ounces) low-sodium kidney beans, drained', '1/2 can (about 8 ounces) low-sodium vegetarian beans', '1/2 cup onion, diced', '1 teaspoon chili powder', '2 1/2 cups low-sodium tomato juice', '1/4 teaspoon pepper']","['In a medium-size pot, brown ground beef over medium to high heat for 8 to 10 minutes. Drain fat.', 'Add kidney beans, vegetarian beans, onions, chili powder, tomato juice, and pepper.', 'Cook over low heat for about 40 minutes. Serve hot.']",Main,275,39 mg,9 g,32 g,8 g,12 g,18 g,64 mg,4 mg,45 mcg RAE,31 mg,0 mcg,86 mcg DFE
Un-fried Chicken,8 servings,"['4 pounds chicken pieces, skin removed', '8 yogurt, non-fat plain (8 ounce)', '1 1/2 cups bread crumbs (or crushed cereal)', 'non-stick cooking spray']","['1. Preheat oven to 325 degrees.', '2. Coat chicken with yogurt. Roll in bread crumbs or crushed cereal.', '3. Spray baking sheets with non-stick cooking spray and place chicken pieces on them.', '4. Bake 1 hour, turning chicken pieces after first 30 minutes or when chicken browns.', '5. Serve. Refrigerate leftovers.']",Main,369,141 mg,7 g,17 g,1 g,3 g,56 g,118 mg,3 mg,10 mcg RAE,0 mg,0 mcg,43 mcg DFE
Uncooked Tomato Sauce,6 servings,"['6 tomatoes (large, cut into chunks)', '1 tablespoon garlic (minced)', '1/2 onion, medium (finely chopped)', '1/2 green pepper (finely chopped)', '3 tablespoons fresh basil (chopped)', '1/2 teaspoon dried oregano', '1 tablespoon olive oil', 'salt and pepper (optional, to taste)', '6 cups pasta (cooked)', '6 tablespoons Parmesan cheese (grated)']","['Chop tomatoes and mix with all the remaining ingredients in a large bowl.', 'Let the mixture stand at room temperature for about 20 minutes. Toss with hot cooked pasta or rice and top with grated Romano or Parmesan cheese.']",Main,301,3 mg,5 g,52 g,5 g,6 g,12 g,97 mg,2 mg,93 mcg RAE,37 mg,0 mcg,197 mcg DFE
Vegetable and Turkey Stir Fry,4 servings,"['1 tablespoon vegetable oil', '1/2 teaspoon salt', '2 thin slices of ginger root (minced)', '1 garlic clove (peeled and minced)', '16 ounces turkey (cooked, cut into 1/2 inch cubes)', '1/2 teaspoon sugar', '2 packages vegetables, fresh or frozen (10 ounce package, chopped)', 'water (optional)']","['Wash hands with soap and water.', 'Heat fry pan. Add oil and heat on high temperature.', 'Add ginger, garlic, turkey and vegetables. Stir fry about 1 minute to coat with oil.', 'Adjust heat to prevent scorching. Add sugar. If vegetables are tender, stop cooking at this time.', 'If the vegetables are firm, add 1-2 tablespoons of water, cover and cook for 2 minutes or until tender.', 'Serve at once, or if you wish to add a gravy:', 'Mix the gravy ingredients well, pour over vegetables and turkey, cook for 30 seconds.']",Main,290,85 mg,6 g,21 g,6 g,5 g,37 g,50 mg,2 mg,296 mcg RAE,7 mg,0 mcg,39 mcg DFE
Vegetable Fried Rice,4 servings,"['2 cups white rice, cooked', '2 tablespoons vegetable oil', '1/2 cup celery (chopped)', '1/4 cup onion, chopped (could also use green onion)', '1 package frozen vegetables (10 ounce)', '1 tablespoon soy sauce, reduced sodium', 'dash pepper']","['Wash hands with soap and water.', 'Make 2 cups of cooked white rice. Use the package directions to make the rice.', 'Chop 1/2 cup of celery and 1/4 cup of onion.', 'Heat the oil in a skillet or large frying pan.', 'Add the celery and onion. Stir fry for 2 minutes.', 'Add the vegetables to the pan. Keep stirring the vegetables until they are tender-crisp.', 'Add the cooked rice.', 'Sprinkle with soy sauce and pepper.', 'Stir fry for 2 minutes until the rice is heated and the flavors are blended.']",Main,215,0 mg,7 g,33 g,4 g,3 g,5 g,34 mg,2 mg,149 mcg RAE,3 mg,0 mcg,96 mcg DFE
Vegetable Soup with Chicken,6 Servings,"['1 can chicken (about 12 ounces)', '3 cups water', '3 ears corn (or 1 can low-sodium whole kernel corn)', '1 can low-sodium peas (about 15 ounces)', '1 pound fresh carrots, peeled and diced (or 1 can low-sodium carrots, about 15 ounces)', '2 pounds potatoes, peeled and diced (or 2 cans low-sodium sliced potatoes, about 15 ounces each)']","['In a large pot, heat the chicken and water over medium to high heat until hot.', 'Cut the kernels off the ears of corn.', 'Add the corn kernels and all other ingredients to the pot and boil for 10 seconds.', 'Lower the heat and simmer for about 30 minutes.']",Main,300,38 mg,4 g,49 g,9 g,9 g,21 g,56,2,609 mcg RAE,26 mg,,
Vegetable Stew,8 servings,"['3 cups water', '1 vegetable bouillon (low sodium, cube)', '2 cups white potatoes (cut into 2-inch strips)', '2 cups carrot (sliced)', '4 cups summer squash (cut into 1-inch chunks)', '1 cup summer squash (cut into 4 chunks)', '1 3/4 cups sweet corn, 15 ounces, rinsed and drained (or 2 ears of fresh corn, cut off the cob)', '1 teaspoon thyme', '2 garlic (cloves, minced)', '1 green onion (stalk, chopped)', '1/2 green chili pepper (small, chopped)', '1 cup onion (coarsley chopped)', '1 cup tomatoes (diced)']","['Wash hands with soap and water.', 'Put water and bouillon in large pot and bring to a boil.', 'Add potatoes and carrots and simmer for 5 minutes.', 'Add remaining ingredients, except for tomatoes, and continue cooking for 15 minutes over medium heat.', 'Remove 4 chunks of squash and puree in blender.', 'Return pureed mixture to pot and let cook for 10 minutes more.', 'Add tomatoes and cook for another 5 minutes.', 'Remove from heat and let sit for 10 minutes to allow stew to thicken.']",Main,98,0 mg,1 g,22 g,4 g,6 g,3 g,43 mg,1 mg,287 mcg RAE,35 mg,0 mcg,58 mcg DFE
Vegetable Stroganoff,4 Servings,"['1/2 pound medium shaped whole wheat pasta (cooked)', '1 tablespoon vegetable oil', '1 red onion', '2 cloves garlic (peeled and minced)', '2 carrots (diced)', '1 medium zucchini (diced)', '1 red bell pepper (cored and seeded and chopped)', '1 tablespoon dried basil', '1 can 14.5 ounce low-sodium diced tomatoes (including the liquid)', '2 tablespoons low-sodium tomato paste', '1/2 cup plain yogurt (or light or heavy cream)']","['To cook the pasta, fill a pot halfway with water. Bring it to a boil over high heat. When it has boiled, add the pasta and cook until just tender about 12 minutes. Drain the pasta and set aside.', 'While the pasta is cooking, cook the stroganoff: Put a skillet over medium heat and when it is hot, add the oil.  Add the onion, garlic, carrots, zucchini, pepper and dried basil and cook until soft and golden, about 20 minutes. ', 'Add the tomatoes and cook until the sauce comes together, about 20 minutes. ', 'Put the yogurt and tomato paste in the bowl, stirring until smooth. ', 'Turn the heat off and move the vegetables in the skillet to one side. Gradually add the tomato paste mixture to the other side of the skillet, stirring all the while. Turn the heat to low and cook about 5 minutes, until heated through.', 'Add the cooked pasta and stir until mixed.']",Main,313,2 mg,5 g,59 g,9 g,12 g,13 g,169 mg,4 mg,323 mcg RAE,63 mg,0 mcg,60 mcg DFE
